date,temp_anomaly_c,co2_ppm,co2_deseasonalized,ch4_ppb,n2o_ppb,tsi_wm2,year,co2,methane,nitrous_oxide,land_use_change_co2,cement_co2,coal_co2,oil_co2,gas_co2,total_ghg,energy_per_capita,population,gdp,month,time_since_1960,co2_growth_rate,co2_12mo_avg,ch4_growth_rate,ch4_12mo_avg,tsi_anomaly,volcanic_flag,total_anthropogenic_co2
1986-02,0.37,347.48,346.98,1666.29,316.3,27.9,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,2,313,0.7000000000000455,345.8516666666667,0.11999999999989086,1659.47625,-68.35794871794872,0,27151.765999999996
1986-03,0.3,348.25,346.93,1666.93,316.3,13.8,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,3,314,0.7699999999999818,345.7658333333334,0.6400000000001,1660.3970833333333,-82.45794871794871,0,27151.765999999996
1986-03,0.3,348.25,346.93,1669.26,316.3,13.8,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,3,314,0.0,345.7325,2.3299999999999272,1661.9970833333334,-82.45794871794871,0,27151.765999999996
1986-04,0.22,349.86,347.29,1670.03,316.3,22.4,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,4,315,1.6100000000000136,345.9791666666667,0.7699999999999818,1663.7966666666669,-73.85794871794872,0,27151.765999999996
1986-05,0.21,350.52,347.42,1670.8,316.3,16.1,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,5,316,0.6599999999999682,346.4175,0.7699999999999818,1665.7958333333333,-80.1579487179487,0,27151.765999999996
1986-05,0.21,350.52,347.42,1668.45,316.3,16.1,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,5,316,0.0,347.00499999999994,-2.349999999999909,1667.1466666666668,-80.1579487179487,0,27151.765999999996
1986-06,0.12,349.98,347.61,1664.77,316.3,0.6,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,6,317,-0.5399999999999636,347.54749999999996,-3.6800000000000637,1667.3375000000003,-95.65794871794871,0,27151.765999999996
1986-07,0.11,348.25,347.43,1663.55,316.3,18.1,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,7,318,-1.7300000000000182,347.95583333333326,-1.2200000000000273,1667.2175,-78.1579487179487,0,27151.765999999996
1986-08,0.15,346.17,347.51,1662.33,316.3,9.9,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,8,319,-2.079999999999984,348.0758333333333,-1.2200000000000273,1666.7866666666666,-86.3579487179487,0,27151.765999999996
1986-09,0.03,345.48,348.61,1664.37,316.3,5.1,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,9,320,-0.6899999999999977,348.1383333333333,2.0399999999999636,1666.583333333333,-91.15794871794871,0,27151.765999999996
1986-09,0.03,345.48,348.61,1672.57,316.3,5.1,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,9,320,0.0,348.085,8.200000000000045,1667.1266666666663,-91.15794871794871,0,27151.765999999996
1986-10,0.15,344.82,348.04,1675.625,316.3,40.1,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,10,321,-0.660000000000025,347.9216666666667,3.0550000000000637,1667.9145833333332,-56.157948717948706,0,27151.765999999996
1986-11,0.1,346.22,348.28,1678.68,316.3,15.4,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,11,322,1.400000000000034,347.81666666666666,3.0550000000000637,1668.9470833333332,-80.8579487179487,0,27151.765999999996
1986-11,0.1,346.22,348.28,1678.98,316.3,15.4,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,11,322,0.0,347.64750000000004,0.2999999999999545,1669.95125,-80.8579487179487,0,27151.765999999996
1986-12,0.13,347.48,348.36,1679.12,316.3,5.8,1986,20438.045,6942.08,2184.726,6943.316,441.784,8261.466,8490.594,3014.606,36097.883,17385.945,4958072839.0,31982615792285.0,12,323,1.259999999999991,347.5833333333333,0.13999999999987267,1670.7729166666668,-90.45794871794871,0,27151.765999999996
1987-01,0.31,348.73,348.66,1679.27,316.3,9.8,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,1,324,1.25,347.4891666666667,0.15000000000009095,1671.5429166666665,-86.45794871794871,0,27366.456
1987-02,0.43,348.92,348.24,1679.42,316.3,3.4,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,2,325,0.18999999999999773,347.35583333333335,0.15000000000009095,1672.2612499999998,-92.8579487179487,0,27366.456
1987-03,0.18,349.81,348.39,1679.04,316.3,17.4,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,3,326,0.8899999999999864,347.2966666666667,-0.38000000000010914,1673.14375,-78.85794871794872,0,27366.456
1987-03,0.18,349.81,348.39,1680.01,316.3,17.4,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,3,326,0.0,347.2825,0.9700000000000273,1674.41375,-78.85794871794872,0,27366.456
1987-04,0.24,351.4,348.84,1680.685,316.3,46.0,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,4,327,1.589999999999975,347.545,0.6749999999999545,1675.8416666666665,-50.25794871794871,0,27366.456
1987-05,0.25,352.15,349.09,1681.36,316.3,39.1,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,5,328,0.75,348.04333333333335,0.6749999999999545,1677.4275,-57.157948717948706,0,27366.456
1987-05,0.25,352.15,349.09,1681.86,316.3,39.1,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,5,328,0.0,348.59916666666663,0.5,1678.8850000000002,-57.157948717948706,0,27366.456
1987-06,0.35,351.58,349.29,1679.98,316.3,18.8,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,6,329,-0.5699999999999932,349.1075,-1.8799999999998818,1679.5025000000003,-77.45794871794871,0,27366.456
1987-07,0.4,350.21,349.51,1677.98,316.3,38.2,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,7,330,-1.3700000000000045,349.5566666666667,-2.0,1679.6987499999998,-58.057948717948705,0,27366.456
1987-08,0.24,348.2,349.65,1675.98,316.3,47.9,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,8,331,-2.009999999999991,349.72166666666664,-2.0,1679.47375,-48.35794871794871,0,27366.456
1987-09,0.35,346.66,349.85,1677.19,316.3,42.2,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,9,332,-1.5399999999999636,349.75833333333327,1.2100000000000364,1679.324583333333,-54.057948717948705,0,27366.456
1987-09,0.35,346.66,349.85,1685.58,316.3,42.2,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,9,332,0.0,349.69000000000005,8.389999999999873,1679.8629166666667,-54.057948717948705,0,27366.456
1987-10,0.32,346.72,349.96,1688.565,316.3,63.4,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,10,333,0.060000000000002274,349.5225,2.9850000000001273,1680.6374999999998,-32.85794871794871,0,27366.456
1987-11,0.29,348.08,350.15,1691.55,316.3,48.8,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,11,334,1.3599999999999568,349.45250000000004,2.9849999999999,1681.6483333333333,-47.45794871794871,0,27366.456
1987-11,0.29,348.08,350.15,1691.19,316.3,48.8,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,11,334,0.0,349.30833333333334,-0.35999999999989996,1682.6608333333334,-47.45794871794871,0,27366.456
1987-12,0.46,349.28,350.14,1690.51,316.3,29.1,1987,21106.189,7003.95,2231.983,6497.945,458.382,8549.229,8579.333,3281.567,36294.992,17688.301,5049746390.0,31982615792285.0,12,335,1.1999999999999886,349.26416666666665,-0.6800000000000637,1683.5358333333334,-67.1579487179487,0,27366.456
1988-01,0.56,350.51,350.49,1691.245,316.3,70.5,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,1,336,1.2300000000000182,349.19,0.7349999999999,1684.4158333333332,-25.757948717948707,0,27800.355
1988-02,0.44,351.7,350.99,1691.98,316.3,45.4,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,2,337,1.1899999999999977,349.1525,0.7350000000001273,1685.3008333333335,-50.85794871794871,0,27800.355
1988-03,0.51,352.5,350.99,1692.54,316.3,91.2,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,3,338,0.8000000000000114,349.1816666666667,0.5599999999999454,1686.190833333333,-5.057948717948705,0,27800.355
1988-03,0.51,352.5,350.99,1691.29,316.3,91.2,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,3,338,0.0,349.2583333333334,-1.25,1687.1333333333332,-5.057948717948705,0,27800.355
1988-04,0.42,353.67,351.03,1690.675,316.3,108.8,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,4,339,1.170000000000016,349.5466666666666,-0.6150000000000091,1688.1912499999999,12.54205128205129,0,27800.355
1988-05,0.44,354.35,351.22,1690.06,316.3,74.2,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,5,340,0.6800000000000068,350.05916666666667,-0.6150000000000091,1689.3645833333333,-22.057948717948705,0,27800.355
1988-05,0.44,354.35,351.22,1689.1,316.3,74.2,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,5,340,0.0,350.7,-0.9600000000000364,1690.3570833333333,-22.057948717948705,0,27800.355
1988-06,0.4,353.88,351.55,1687.19,316.3,124.3,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,6,341,-0.4700000000000273,351.3016666666667,-1.9099999999998545,1690.49125,28.04205128205129,0,27800.355
1988-07,0.33,352.8,352.16,1686.605,316.3,131.4,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,7,342,-1.079999999999984,351.80833333333334,-0.5850000000000364,1690.3279166666669,35.1420512820513,0,27800.355
1988-08,0.39,350.49,352.01,1686.02,316.3,139.4,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,8,343,-2.3100000000000023,352.00916666666666,-0.5850000000000364,1689.8670833333335,43.1420512820513,0,27800.355
1988-09,0.37,348.97,352.18,1696.11,316.3,142.7,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,9,344,-1.5199999999999818,352.0833333333333,10.089999999999918,1690.2770833333332,46.44205128205128,0,27800.355
1988-09,0.37,348.97,352.18,1689.44,316.3,142.7,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,9,344,0.0,352.05750000000006,-6.669999999999845,1690.1879166666668,46.44205128205128,0,27800.355
1988-10,0.37,349.37,352.62,1695.29,316.3,156.5,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,10,345,0.39999999999997726,351.96250000000003,5.849999999999909,1690.5250000000003,60.24205128205129,0,27800.355
1988-11,0.12,350.42,352.53,1701.14,316.3,156.8,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,11,346,1.0500000000000114,351.85583333333335,5.850000000000136,1691.2883333333332,60.542051282051304,0,27800.355
1988-11,0.12,350.42,352.53,1702.84,316.3,156.8,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,11,346,0.0,351.68250000000006,1.699999999999818,1692.1466666666668,60.542051282051304,0,27800.355
1988-12,0.29,351.62,352.52,1701.9,316.3,231.2,1988,21918.756,7115.852,2229.207,6156.68,481.928,8836.429,8889.34,3435.978,36855.246,18021.527,5141992540.0,31982615792285.0,12,347,1.1999999999999886,351.6091666666667,-0.9399999999998272,1693.0308333333332,134.9420512820513,0,27800.355
1989-01,0.12,353.07,352.99,1701.225,316.3,210.1,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,1,348,1.4499999999999886,351.55916666666667,-0.6750000000001819,1693.91,113.84205128205129,0,27943.035
1989-02,0.29,353.43,352.69,1700.55,316.3,208.7,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,2,349,0.36000000000001364,351.4825,-0.6749999999999545,1694.7841666666666,112.44205128205128,0,27943.035
1989-03,0.36,354.08,352.6,1701.12,316.3,170.4,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,3,350,0.6499999999999773,351.46,0.5699999999999363,1695.7858333333334,74.1420512820513,0,27943.035
1989-03,0.36,354.08,352.6,1702.49,316.3,170.4,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,3,350,0.0,351.4766666666667,1.3700000000001182,1697.0608333333332,74.1420512820513,0,27943.035
1989-04,0.29,355.72,353.07,1703.0349999999999,316.3,166.3,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,4,351,1.6400000000000432,351.72,0.5449999999998454,1698.43,70.0420512820513,0,27943.035
1989-05,0.17,355.95,352.78,1703.58,316.3,195.4,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,5,352,0.22999999999996135,352.175,0.5450000000000728,1699.8933333333332,99.1420512820513,0,27943.035
1989-05,0.17,355.95,352.78,1703.36,316.3,195.4,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,5,352,0.0,352.75666666666666,-0.22000000000002728,1700.4975000000002,99.1420512820513,0,27943.035
1989-06,0.15,355.44,353.06,1700.21,316.3,284.5,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,6,353,-0.5099999999999909,353.29583333333335,-3.1499999999998636,1701.3949999999998,188.2420512820513,0,27943.035
1989-07,0.34,354.05,353.38,1699.205,316.3,180.5,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,7,354,-1.3899999999999864,353.6858333333333,-1.0050000000001091,1701.7212499999998,84.24205128205129,0,27943.035
1989-08,0.33,351.84,353.43,1698.2,316.3,232.0,1989,22200.213,7274.316,2249.944,5980.82,492.073,8827.798,9037.386,3604.958,37119.141,18044.754,5234431736.0,31982615792285.0,8,355,-2.2100000000000364,353.8041666666666,-1.0049999999998818,1701.47625,135.7420512820513,0,27943.035
